Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4552,5626KdflSKfeDK7RJQfSrE,Nils Frahm,Spaces,Says,53,498000,False,0.217,0.23,0,-12.791,0,0.0324,0.862,0.898,0.725,0.0742,149.76,4,ambient
4553,44HKoeFbghQ2SnHhKFmf2t,Simon Wester;The Secret Place,Unwind,Unwind,39,191460,False,0.181,0.0203,7,-26.978,1,0.0351,0.976,0.852,0.0808,0.0361,66.015,1,ambient
4554,3sAatKUX1OkCIAkopdMRTU,Christian Löffler;Mohna,Haul,Haul - Radio Edit,52,217134,False,0.615,0.417,11,-15.441,0,0.0373,0.287,0.862,0.215,0.117,117.982,4,ambient
4555,1iNvOAheLHNeJXjRvkdn7T,Oskar Schuster,Damascus (Solo Piano),Damascus - Solo Piano,51,119013,False,0.259,0.29,9,-17.231,0,0.0289,0.939,0.887,0.0944,0.186,177.267,4,ambient
4556,0qD7FNvGrdwtH3EaUnK2RY,Simon Wester,Among Us,Among Us,38,194676,False,0.113,0.146,4,-19.294,1,0.033,0.925,0.958,0.0998,0.08,75.822,4,ambient
4557,6zezOLouSWKEfMizbzcsad,Gustavo Santaolalla;Alan Umstead,The Last of Us,All Gone (No Escape),50,174333,False,0.14,0.0739,4,-22.458,0,0.0437,0.916,0.947,0.0961,0.0313,141.524,3,ambient
4558,6f4cBWeUGOtO7WFxxt35j3,Líom,Scarr,Erase,49,259200,False,0.203,0.03,11,-31.871,1,0.0425,0.987,0.926,0.0805,0.0776,71.547,4,ambient
4559,4imKugn0XXrrp7D04eJqpy,Simon Wester,Morning Prayer,Morning Prayer,43,204000,False,0.181,0.0167,2,-25.536,1,0.0355,0.974,0.862,0.0723,0.0475,62.784,4,ambient
4560,4eAQoKm19Z6lPyXzQ18wmj,Tony Anderson,Immanuel,Immanuel,44,864000,False,0.2,0.293,9,-18.901,0,0.0423,0.828,0.899,0.299,0.119,150.167,3,ambient
4561,1QSfgGcP3Rmdo2EdW1s4ya,Novo Amor,Antarctican Dream Machine,Slowlife,46,214680,False,0.412,0.124,10,-20.09,1,0.0425,0.939,0.909,0.109,0.0398,119.992,4,ambient
4562,5oiNJJdKqJ5Vfwion1dR1n,Bethel Music;David Funk,Touch of Heaven / Alabaster Heart (Live),Touch of Heaven / Alabaster Heart - Live,49,630228,False,0.388,0.554,6,-8.562,0,0.0318,0.0131,0.00768,0.0794,0.14,135.078,4,ambient
4563,1eqyKmkcp7b2s1PU9fEZRS,Ludovico Einaudi;Miloš Karadaglić,Einaudi: Full Moon (Arr. Lewin for Guitar),Full Moon (Arr. Lewin for Guitar),57,216093,False,0.364,0.00799,8,-33.09,1,0.0395,0.978,0.894,0.109,0.0674,101.226,4,ambient
4564,3UzhPHPHbQidgxE8oScTxU,Ludovico Einaudi;Franco Feruglio;Mauro Loguercio;Gabriele Baffero;Antonello Leofreddi;Marco Decimo,Undiscovered,Fuori Dal Mondo - Remastered 2020,52,299120,False,0.118,0.134,7,-18.708,1,0.04,0.673,0.804,0.108,0.0572,82.743,3,ambient
4565,547Nm5ni48VzcrPmyqRgS5,Gustavo Santaolalla,Motorcycle Diaries with additional Music,De Usuahia a la Quiaca,42,168733,False,0.495,0.389,3,-13.975,1,0.0409,0.644,0.597,0.0946,0.321,149.686,4,ambient
4566,1kXAT5Y0fIBw1vVbTgoS3i,Novo Amor,Antarctican Dream Machine,Elegy,46,207200,False,0.155,0.258,6,-13.266,1,0.0358,0.979,0.95,0.611,0.0317,102.231,1,ambient
4567,311q3StU6e78qyti2HhaS2,Sleeping At Last,Lullaby,Lullaby,50,118833,False,0.495,0.0647,6,-13.052,1,0.0467,0.967,7.75e-05,0.135,0.249,118.967,3,ambient
4568,4xUZrneYGiwwBEzFWhZiB9,Mark & Sarah Tillman,Greater is the Blood,Greater is the Blood,47,231851,False,0.542,0.643,4,-7.097,1,0.0394,0.0954,0.0,0.115,0.237,135.921,4,ambient
4569,2tr4oclswJ6v3dfDlI01HD,Nils Frahm,Music for the Motion Picture Victoria,Them,54,239769,False,0.3,0.212,6,-21.017,1,0.0333,0.847,0.861,0.062,0.0553,199.617,3,ambient
4570,692WzQOVroAAR4yq6ZPHgC,Tracey Chattaway,Nightsky,Nightsky,38,319694,False,0.113,0.271,5,-12.944,0,0.0348,0.289,0.929,0.105,0.0469,177.119,3,ambient
4571,2WGmCL4wPC9RoGvRnp8Goz,Ludovico Einaudi,Undiscovered,Choros - Remastered 2020,50,350040,False,0.464,0.493,9,-11.77,0,0.038,0.793,0.757,0.0986,0.0391,90.534,4,ambient
4572,57DldLQx7nHGaeb3cwBgMp,Akira Kosemura,Summer Ghost Original Sound Track,Summer Ghost,38,136507,False,0.354,0.301,7,-12.772,1,0.0373,0.41,0.509,0.084,0.111,124.991,3,ambient
4573,1H4Eiavp6smYJDIYQmo0vb,Boards of Canada,Music Has The Right To Children,Wildlife Analysis,55,75626,False,0.0936,0.0204,4,-31.212,0,0.042,0.995,0.936,0.139,0.291,80.879,4,ambient
4574,3jt1ZVIuluGkV0sWWLSUzw,Julien Baker,Turn Out the Lights,Appointments,51,273466,False,0.185,0.264,2,-9.29,0,0.0333,0.94,3.13e-05,0.0871,0.0576,72.902,4,ambient
4575,35sVDinWrh5nYjpzPXe4qz,Bethel Music;Jenn Johnson,"Peace, Vol. II",You're Gonna Be Ok,48,261519,False,0.487,0.15,8,-10.057,1,0.0402,0.912,0.0,0.11,0.222,117.995,4,ambient
4576,4wiv0itDHcgSB8IjOxn4SA,Bethel Music;Cory Asbury;Naomi Raine,Homecoming (Live),Reason To Praise - Live,55,510726,False,0.274,0.573,7,-7.881,1,0.0391,0.0604,1.2e-06,0.537,0.223,126.319,3,ambient
4577,1lP5gmOcL7PxGodcw6rX04,Alexis Ffrench,Dreamland,Dreamland,53,161258,False,0.235,0.118,3,-20.222,1,0.0318,0.98,0.888,0.125,0.185,167.29,3,ambient
4578,6qr4bldy3y451hApJFEWqa,Flower Face,The Shark in Your Water,Sugar Water,46,198592,False,0.487,0.604,0,-5.14,1,0.0319,0.601,0.0,0.144,0.827,162.973,4,ambient
4579,7CBRVxkndOKeWUEfRclXNK,Peter Sandberg,Nainsook,Borrowed Peace,50,105974,False,0.233,0.0369,8,-24.326,1,0.0363,0.99,0.909,0.098,0.0582,70.862,4,ambient
4580,6i8GiLfa1PAwKl4SBfpFVt,Novo Amor;Ed Tullett;Lowswimmer,Heiress,Silvery,47,232613,False,0.535,0.364,1,-11.349,1,0.0328,0.948,0.082,0.334,0.0956,120.033,4,ambient
4581,3HRqtrUKxbPgE1dqpZT1vb,Gabriel Yared,By The Sea (Original Motion Picture Soundtrack),Rearranging Furniture,50,157984,False,0.206,0.177,4,-19.623,0,0.0344,0.95,0.943,0.0986,0.0962,78.691,4,ambient
4582,4uKzc4cK3OOzVPluOAoBj2,Solar Fields,Until We Meet The Sky,Phase 09 - Sombrero,48,345170,False,0.459,0.35,7,-15.912,0,0.0356,0.0407,0.81,0.137,0.037,89.89,3,ambient
4583,2icQrPuCDVAMAoVAHRzF7b,Fabrizio Paterlini,The Art of the Piano,"My Piano, The Clouds",50,166173,False,0.403,0.0217,4,-25.107,1,0.0502,0.994,0.953,0.109,0.0652,72.051,4,ambient
4584,4vwtWzCqbnSrmKE6lZyUL3,Ludovico Einaudi;I Virtuosi Italiani,In A Time Lapse,Burning,51,308760,False,0.232,0.164,6,-16.952,0,0.0417,0.984,0.95,0.075,0.0378,131.065,1,ambient
4585,3lNJ56GfiNeYRDqkP9c9Ol,Little Symphony,Serenity,Boyoma,27,99047,False,0.175,0.195,9,-23.733,0,0.0464,0.857,0.84,0.372,0.104,63.029,4,ambient
4586,6g4oYXbiCRAU8iPIAPR5Rm,Little Symphony,Serenity,Aurora,27,121904,False,0.178,0.0949,0,-23.573,1,0.0612,0.796,0.848,0.119,0.177,106.237,4,ambient
4587,3LOi1V051Obp9hHRgAC0JU,Dmitri Shostakovich;Royal Concertgebouw Orchestra;Riccardo Chailly,Shostakovich: The Jazz Album,Jazz Suite No. 2: 6. Waltz II,53,225760,False,0.179,0.179,0,-17.838,0,0.0319,0.975,0.888,0.0758,0.432,185.851,3,ambient
4588,1m8HLFKbX2BjlD74CfgSyH,Little Symphony,Serenity,Lamadaya,27,45714,False,0.144,0.12,0,-23.212,1,0.0484,0.811,0.895,0.117,0.265,71.542,3,ambient
4589,5Bb7YCLmeCNOeKYKOF3tou,Little Symphony,Serenity,Gurara,27,72380,False,0.13,0.112,0,-23.607,1,0.0513,0.79,0.855,0.112,0.145,85.425,1,ambient
4590,2269gvVfETAflSDZIlvqN6,Little Symphony,Serenity,Keyne,27,49523,False,0.199,0.118,0,-23.407,1,0.0546,0.608,0.602,0.118,0.164,123.353,5,ambient
4591,03h0ioes0mfaZIeAO1fV5o,Julien Baker;Phoebe Bridgers;Lucy Dacus,boygenius,Bite The Hand,57,192070,False,0.543,0.507,10,-8.119,1,0.0269,0.374,0.0343,0.11,0.193,100.13,4,ambient
4592,5MTxU2PS6IJVhFHtzMlvyB,Little Symphony,Serenity,Prajna,27,76190,False,0.157,0.118,0,-23.331,1,0.0521,0.845,0.908,0.119,0.262,86.731,4,ambient
4593,2i9XfzVIaSxV855mu3iEmM,Little Symphony,Serenity,Gelion,27,102857,False,0.203,0.215,0,-23.772,1,0.0548,0.74,0.567,0.299,0.182,118.355,4,ambient
4594,2CEq42dvxfJucii63I36EY,Little Symphony,Serenity,Isobel,27,49523,False,0.132,0.116,0,-23.457,1,0.0461,0.902,0.928,0.126,0.217,92.325,4,ambient
4595,1t4EDMSxXLQhOiutcMN6VQ,Little Symphony,Serenity,Fleur,27,64761,False,0.196,0.435,0,-24.807,1,0.195,0.633,0.193,0.659,0.644,59.802,4,ambient
4596,3zkoCPVFKWD6RpwpqqNyLo,Little Symphony,Fuente,Dulce,27,77647,False,0.183,0.123,0,-21.108,1,0.051,0.694,0.937,0.373,0.0448,81.342,4,ambient
4597,5EdqBLQrzOgQsHIs7A3fxA,Little Symphony,Serenity,Dalfon,27,114285,False,0.199,0.102,0,-23.531,1,0.0497,0.838,0.903,0.114,0.262,81.059,4,ambient
4598,6d3RIvHfVkoOtW1WHXmbX3,Little Symphony,Serenity,Margot,27,45714,False,0.269,0.142,0,-23.695,1,0.0509,0.866,0.904,0.114,0.321,67.872,3,ambient
4599,75X0empj9JK9h6SNOliKgW,Little Symphony,Serenity,Adurant,27,41904,False,0.136,0.116,0,-22.585,1,0.0485,0.828,0.903,0.119,0.221,79.102,1,ambient
4603,4Yf9QLUM8EeHaCS7EnaHnX,Christian Löffler,Versailles (Hold),Versailles (Hold) - Edit,53,218727,False,0.425,0.375,0,-13.693,0,0.0353,0.467,0.525,0.133,0.179,116.99,4,ambient
4604,3zthhGnvubjpItG1KDe3GU,Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Lament,22,315026,False,0.464,0.211,2,-19.716,0,0.0387,0.916,0.506,0.0819,0.271,105.729,4,ambient
4605,7fgqEIEV6kpswoBsgru92Z,Olivia Belli,Impromptu,Impromptu,51,155360,False,0.235,0.0177,3,-31.596,1,0.0362,0.989,0.919,0.0917,0.0464,103.05,1,ambient
4606,3ArR6xtyGPGppZoy4999q0,Jóhann Jóhannsson,The Theory of Everything (Original Motion Picture Soundtrack),Rowing,49,102057,False,0.597,0.268,7,-18.485,0,0.0564,0.954,0.961,0.132,0.0992,137.942,3,ambient
4607,47kA4ykK0Rlwjf8oV2HMo7,Jean-Michel Blais,aubades,amour,53,277853,False,0.175,0.212,6,-14.073,1,0.0374,0.85,0.86,0.0979,0.128,132.026,3,ambient
4608,0F78AWB4E53yOvldzqhgBK,Mike Lazarev,Unhinged,Unhinged,54,124589,False,0.494,0.0345,4,-19.24,0,0.0374,0.985,0.952,0.223,0.192,70.907,4,ambient
4609,0d0oCKpagxERDFdn0jxrcj,Abel Korzeniowski,Nocturnal Animals (Original Motion Picture Soundtrack),Wayward Sisters,48,175706,False,0.281,0.443,6,-12.56,0,0.0322,0.699,0.92,0.155,0.055,97.833,3,ambient
4610,3AsfuEnwyMTHS7mbzcRUdV,Keaton Henson,Birthdays,You,50,282680,False,0.298,0.151,8,-14.479,0,0.0341,0.769,0.00602,0.105,0.139,158.407,3,ambient
4611,18jxPJ0aA7zq0ijztjSvTY,Dustin O'Halloran;Hauschka,Lion (Original Motion Picture Soundtrack),Lion Theme,52,118746,False,0.303,0.129,0,-18.549,0,0.0348,0.915,0.872,0.122,0.073,137.734,3,ambient
4612,2nlqFOnSp8TAqzi7KYnrRC,Novo Amor,Birthplace,Utican,47,175986,False,0.45,0.574,6,-6.568,1,0.0393,0.908,0.0289,0.126,0.321,145.674,4,ambient
4613,1veZkUONsfxYDfqcGo6YbG,Niklas Paschburg;Andy Barlow,Svalbard,Duvet,50,204845,False,0.403,0.16,6,-22.779,1,0.0369,0.959,0.941,0.0911,0.16,72.571,4,ambient
4614,6Yy3QRfT2WsUXrdplVdt4h,Hania Rani,Esja,Eden,54,295293,False,0.437,0.183,9,-25.455,0,0.0369,0.985,0.916,0.0989,0.0393,138.098,4,ambient
4615,4lyY06kGvzvmG6ErToOVLe,Max Richter,Sleep,Dream 1 (before the wind blows it all away) - Pt. 2,54,142355,False,0.314,0.00174,6,-37.754,1,0.0473,0.994,0.97,0.11,0.0628,64.329,4,ambient
4616,4nqii97vcECB2Vd2OLnssW,Dario Marianelli;English Chamber Orchestra;Benjamin Wallfisch,Pride and Prejudice - OST,"The Living Sculptures Of Pemberley - From ""Pride & Prejudice"" Soundtrack",52,181106,False,0.0701,0.0132,3,-28.395,1,0.0404,0.98,0.634,0.072,0.034,75.221,3,ambient
4617,3x5EerSpxWhkSvLKQ87U2S,Goldmund;Scott Moore;Emily Pisaturo,Flower Duet (Goldmund Rework),Flower Duet - Goldmund Rework,44,167432,False,0.29,0.177,0,-15.928,1,0.0364,0.896,0.944,0.114,0.0706,115.306,3,ambient
4618,1WOxGNutRwrbik8BA5f2AY,Jon Hopkins,Immunity,Immunity,51,596773,False,0.434,0.305,7,-18.173,1,0.0364,0.892,0.942,0.111,0.0594,139.878,4,ambient
4619,3yXG9QHONVu3zOqj68evR4,Novo Amor;Ed Tullett;Lowswimmer,Heiress,Cavalry,46,311853,False,0.275,0.401,3,-10.641,1,0.0349,0.8,0.00903,0.124,0.186,147.662,4,ambient
4620,3gxwWtR114M0fzmSPNWdfI,Abel Korzeniowski,W.E. - Music From The Motion Picture,Charms,51,243493,False,0.241,0.306,8,-13.571,0,0.0404,0.929,0.895,0.134,0.065,89.802,3,ambient
4621,3W3xcAOWb0TkMqqI7Rd5xg,Biosphere,Angel's Flight,Angel's Flight,44,352357,False,0.521,0.28,1,-16.645,1,0.0362,0.946,0.943,0.112,0.307,141.96,1,ambient
4622,1hdDnQRPinE8hxYhW3uy6u,Gustavo Santaolalla,The Last of Us,The Path (A New Beginning),49,167066,False,0.635,0.256,11,-14.187,0,0.0355,0.874,0.95,0.107,0.249,92.025,4,ambient
4623,4iFiFqYJpZWBMn98i7sC4d,Slow Meadow,Slow Meadow (Deluxe Edition),Grey Cloud Lullaby,57,274218,False,0.0911,0.163,2,-17.135,1,0.0382,0.945,0.965,0.0975,0.0393,63.438,4,ambient
4624,2aqhXN3IEdTOoNP9wWCPsQ,Ludovico Einaudi;Mercan Dede,"Reimagined. Volume 2, Chapter 3",Nuvole Bianche - Reimagined by Mercan Dede,50,423047,False,0.55,0.342,8,-16.771,1,0.0337,0.695,0.884,0.0899,0.169,120.949,3,ambient
4625,2vD20Aj8Ru9NAmJl1Ca2qS,Ólafur Arnalds,re:member,momentary,56,125413,False,0.429,0.00693,9,-31.051,1,0.0539,0.995,0.938,0.0711,0.431,97.075,4,ambient
4626,7cpVPjdyGplWZLlg66KuWQ,Dario Marianelli;Jean-Yves Thibaudet,Pride and Prejudice - OST,"Stars and Butterflies - From ""Pride & Prejudice"" Soundtrack",50,118986,False,0.178,0.0135,7,-28.203,1,0.046,0.964,0.92,0.116,0.0392,47.37,4,ambient
4627,3oRuCzqdduzZ2CBhAtv8zO,Luke Howard,"Sun, Cloud",Portrait Gallery,53,367666,False,0.301,0.0089,1,-30.804,1,0.0371,0.987,0.907,0.101,0.0897,127.536,4,ambient
4628,5BRfucuiAf5IYRbwBYBYPZ,Joep Beving,Prehension,Ab Ovo,54,288280,False,0.393,0.0429,9,-25.727,0,0.0341,0.992,0.925,0.0821,0.0394,135.405,4,ambient
4629,1650yatyByhD11nXbD8ktd,Sleeping At Last,"Covers, Vol. 1",Total Eclipse of the Heart,50,244824,False,0.45,0.257,4,-9.449,1,0.0533,0.952,0.0,0.159,0.366,100.24,1,ambient
4630,6iL0pob2CNH1KNXPsSl9Fo,Alexis Ffrench,Relaxing Classical,Bluebird,57,204629,False,0.448,0.111,10,-20.606,1,0.0353,0.991,0.898,0.0974,0.0755,74.76,3,ambient
4631,1Cy8vJyd2f4QmAo7QxOBt1,Ludovico Einaudi,Divenire (Deluxe Edition),Andare,49,417733,False,0.398,0.19,4,-18.011,0,0.0302,0.987,0.911,0.0834,0.174,169.153,4,ambient
4632,4A1VmZQ2rdCS07En1TLDNb,John Adams;Nicolas Hodges;Rolf Hind,Road Movies,Adams: Hallelujah Junction: 1st Movement,47,429933,False,0.525,0.144,8,-22.617,1,0.0349,0.984,0.89,0.186,0.321,115.509,4,ambient
4633,4bSsLYbyCEisguAfwVlph7,Ludovico Einaudi,In A Time Lapse,Corale,52,125400,False,0.201,0.0332,1,-29.063,1,0.0516,0.863,0.986,0.11,0.0315,83.87,4,ambient
4634,4N7h4IHWRaJCOo1VFdTMHV,Philip Glass,The Truman Show (Original Motion Picture Soundtrack),Truman Sleeps,55,111831,False,0.38,0.0797,8,-18.041,1,0.0438,0.991,0.935,0.123,0.0668,109.091,4,ambient
4635,5ZWbnDBQ07zjDIBDSB9eAV,Little Symphony,Serenity,Meander,27,91428,False,0.107,0.117,0,-23.472,1,0.0531,0.704,0.835,0.118,0.232,174.17,3,ambient
4636,2O5Pz5YdIf9Be12rE9fEWB,Little Symphony,Serenity,Veliki,27,53333,False,0.2,0.13,0,-23.285,1,0.0481,0.878,0.91,0.114,0.336,110.51,3,ambient
4637,30VJ9FGjnXBgLNtWnS9N4g,Little Symphony,Serenity,Mokau,27,68571,False,0.182,0.106,0,-23.278,1,0.0493,0.893,0.904,0.113,0.233,97.453,4,ambient
4638,2ConcMShn9TnYXpgeqs71S,Little Symphony,Serenity,Enlil,27,49523,False,0.265,0.124,0,-23.395,1,0.0456,0.809,0.916,0.114,0.371,100.861,4,ambient
4639,29q7PM3L44I9R6yhd234Oy,Little Symphony,Serenity,Arethusa,27,80000,False,0.201,0.444,0,-23.991,1,0.132,0.669,0.08,0.367,0.494,129.808,4,ambient
4640,1jrFczYf5NysHccOQPXnNP,Ludovico Einaudi;Amsterdam Sinfonietta,Elements (Deluxe),Elements,51,365960,False,0.674,0.267,9,-17.058,0,0.0318,0.976,0.954,0.0847,0.394,107.749,4,ambient
4641,34DFDdLAZRM18ARHGHYCt2,Little Symphony,Serenity,Harendra,27,144761,False,0.199,0.12,0,-23.949,1,0.0514,0.814,0.85,0.115,0.3,71.151,3,ambient
4642,7he38NZUICh6T2dP5CpbAJ,Little Symphony,Serenity,Zephyr,27,83809,False,0.185,0.119,0,-23.618,1,0.0527,0.811,0.853,0.118,0.346,129.282,4,ambient
4643,4oHq26hX82ls9HmKGqZGVH,Little Symphony,Serenity,Esgalduin,27,49523,False,0.29,0.129,10,-23.333,1,0.055,0.733,0.762,0.113,0.182,92.904,1,ambient
4644,4QunEuIrDNY59Wu610wKQt,Little Symphony,Serenity,Anvindr,26,175238,False,0.184,0.109,0,-24.131,1,0.0631,0.786,0.879,0.117,0.193,131.54,4,ambient
4645,21KMRkNwCYBsigyFvBsZWk,Little Symphony,Serenity,Owharoa,26,99047,False,0.104,0.316,0,-23.74,1,0.0642,0.838,0.798,0.604,0.307,79.953,1,ambient
4646,7qIqOFDgHqCC2xSkvU77xV,Little Symphony,Serenity,Devdari,27,68571,False,0.197,0.122,5,-23.756,1,0.0496,0.822,0.836,0.115,0.307,86.216,3,ambient
4647,3t0taPa9HNOXF1kCB00G3P,Little Symphony,Serenity,Kalambo,27,45714,False,0.18,0.0968,0,-22.729,1,0.0478,0.863,0.938,0.12,0.388,80.867,1,ambient
4648,6d3RIvHfVkoOtW1WHXmbX3,Little Symphony,Serenity,Margot,27,45714,False,0.269,0.142,0,-23.695,1,0.0509,0.866,0.904,0.114,0.321,67.872,3,ambient
4649,2d9KBVxb6bUfVCjjv1JAVe,Brian Eno,Another Green World,The Big Ship - 2004 Digital Remaster,52,181933,False,0.377,0.261,0,-15.708,1,0.0411,0.132,0.875,0.116,0.0457,117.994,3,ambient
4650,6KAf1Y6OHR34qdmgUFO5zf,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),Unbroken,47,278800,False,0.346,0.095,2,-22.82,0,0.0428,0.907,0.864,0.0923,0.0396,109.452,5,ambient
4654,7FJl0uqxLDfH9bhQ1Gte0x,Gustavo Santaolalla,The Last of Us Part II (Original Soundtrack),Beyond Desolation,48,144626,False,0.489,0.15,7,-15.737,0,0.0607,0.891,0.722,0.0772,0.0932,79.987,4,ambient
4655,5EOEErdkUukZF8X7aP4eqo,Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Crest,22,375493,False,0.417,0.49,2,-13.065,0,0.0514,0.246,0.432,0.065,0.121,105.892,4,ambient
4656,5wm0L02zvFgWP6QwIBh16p,Fejká,Jubal,Jubal,42,252528,False,0.671,0.838,9,-9.902,0,0.0352,0.00495,0.854,0.34,0.0348,120.01,4,ambient
4657,2KJkKZ6u3QRm9Xpu5I2CPB,Clem Leek,Rest,Patience Is A Virtue,48,119063,False,0.305,0.168,4,-16.916,1,0.0332,0.964,0.852,0.103,0.051,117.312,4,ambient
4658,3JggEa7I7tBPQhiOfexL6U,Max Richter,The Leftovers: Season 1 (Music from the HBO Series),She Remembers,50,229403,False,0.0602,0.0276,6,-21.52,0,0.0528,0.979,0.962,0.101,0.0356,67.561,3,ambient
4659,4FEcEOyyGbPR1cnYMBTRfO,Helios,Domicile,Our Distance,42,323573,False,0.302,0.0288,0,-26.078,1,0.0491,0.956,0.805,0.101,0.069,119.592,4,ambient
4660,73X9X7kDgsm4YeHpc8prf6,Bicep,Apricots,Apricots,54,246506,False,0.819,0.599,11,-6.778,1,0.039,0.347,0.824,0.083,0.489,127.986,4,ambient
4661,0At6u6PcgTPEj9jYZakh2L,Simon Wester,Life,Life,39,197943,False,0.395,0.0782,5,-23.023,1,0.0414,0.988,0.905,0.104,0.0798,173.83,4,ambient
4662,1UdiJ6Y2eisfQQ76MZOX4B,Hildur Guðnadóttir,Joker (Original Motion Picture Soundtrack),Hoyt's Office,40,84760,False,0.145,0.126,11,-18.667,1,0.0356,0.853,0.98,0.113,0.0278,58.373,3,ambient
4663,4AFpvq7RIoky0hxjn1fKoO,Apparat,The Devil's Walk,Black Water,44,282973,False,0.324,0.588,2,-10.75,1,0.0518,0.223,0.464,0.523,0.0792,89.826,4,ambient
4664,1Kb2DqjHRvOcT5xeWtz3t5,Sylvain Chauveau,Des Plumes Dans La Tête,Ferme Les Yeux,53,68493,False,0.0,0.0323,2,-23.636,0,0.0,0.994,0.973,0.0922,0.0,0.0,0,ambient
4665,5kRBxcHNbWOUFvv15I0dMP,Lambert,Gdansk,Gdansk,51,147314,False,0.444,0.0508,5,-28.789,1,0.0395,0.993,0.894,0.0983,0.271,132.664,3,ambient
4666,7yrUiuQjjDqeFjY4Ng10em,Flower Face,Back to You,Back to You,39,202827,False,0.389,0.202,2,-15.121,1,0.0375,0.887,2.86e-06,0.128,0.187,83.019,4,ambient
4667,5n1HBXOeeKzEfdlEMJ6Tmm,Roedelius;Arnold Kasar,Einfluss,Black White Felt,49,241773,False,0.0643,0.0704,7,-24.653,1,0.039,0.654,0.767,0.0886,0.0674,65.582,4,ambient
4668,7hQiWMz4Xisr6c5VdBsPKT,Sebastián Escofet,Universo en Miniatura Vol. 1,Final Mid,47,129199,False,0.488,0.0549,11,-26.054,0,0.0376,0.987,0.943,0.0753,0.122,65.011,4,ambient
4669,4EDj8GXOlI45vG4SOfswK3,Grouper,Paradise Valley,Headache,48,304460,False,0.282,0.154,9,-22.065,1,0.0444,0.833,0.88,0.0809,0.0383,138.131,4,ambient
4670,60Pe9j2pCBa4Zp4ztf5nhd,Aphex Twin,Windowlicker,Windowlicker,55,368400,False,0.698,0.789,8,-4.936,1,0.163,0.132,0.0091,0.366,0.492,123.016,4,ambient
4671,1jpMsR7pZ56267QsvCOhci,Phoria,Volition,Saving Us a Riot,47,257516,False,0.475,0.137,3,-16.239,0,0.032,0.723,0.129,0.124,0.057,129.623,4,ambient
4672,5kK0CQYgpRgBrtMNNN47BG,Gustavo Santaolalla,The Last of Us,The Last of Us (Goodnight),48,51000,False,0.535,0.113,9,-22.767,0,0.233,0.93,0.635,0.0982,0.333,119.958,4,ambient
4673,0oN921mKYPOVYhKceZofrs,Abel Korzeniowski,Penny Dreadful: Seasons 2 & 3 (Music From The Showtime Original Series),Ghost Waltz,51,170893,False,0.148,0.25,7,-15.961,1,0.0334,0.906,0.775,0.12,0.162,171.567,3,ambient
4674,1uwKP0GLOEadApXpoMqynE,Federico Albanese,By the Deep Sea,We Were There,52,217125,False,0.254,0.131,5,-22.392,0,0.0332,0.84,0.899,0.0777,0.0372,135.145,4,ambient
4675,0NLinDVPDkD2OCCqhh6PZ5,Gustavo Santaolalla,Brokeback Mountain Soundtrack,The Wings,36,112546,False,0.525,0.0406,0,-16.14,1,0.0413,0.557,0.964,0.118,0.31,88.027,3,ambient
4676,4BTPwdNcGQK2GQxwvKkiZI,Ludovico Einaudi;Daniel Hope;I Virtuosi Italiani,In A Time Lapse (Deluxe Edition),Experience,49,315426,False,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,4,ambient
4677,2fTIn1AqeTGR6tSSfiS8zk,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 4,55,437253,False,0.248,0.0318,9,-24.706,0,0.0447,0.926,0.954,0.111,0.0756,130.462,3,ambient
4678,0ePG8cXgoLfOqVYVX8Ju6a,Gavin Luke,Night Walk,Night Walk,46,140585,False,0.249,0.128,6,-19.254,1,0.0408,0.978,0.922,0.109,0.388,170.246,4,ambient
4679,6UnSlwVAEPblKJING6FH5Z,Fabrizio Paterlini,Transitions,The hall is dancing,50,63262,False,0.482,0.00796,7,-36.846,1,0.0395,0.988,0.953,0.0972,0.0757,105.502,4,ambient
4680,2pr6us08iPNzIex5q6fMvI,Clint Mansell,The Fountain OST,Together We Will Live Forever,51,301733,False,0.483,0.0176,7,-25.501,0,0.052,0.994,0.928,0.0912,0.2,76.384,4,ambient
4681,1wb6pRSvhekFyXO5j3fXol,Hania Rani;Ólafur Arnalds,Woven Song — piano reworks,Woven Song — piano reworks,52,227674,False,0.273,0.0338,1,-33.878,0,0.0343,0.984,0.878,0.105,0.134,147.649,3,ambient
4682,6TCX42krn2Hq8vqCuEIkrh,Ludovico Einaudi,I Giorni,I Giorni,52,359213,False,0.258,0.082,2,-25.537,1,0.0526,0.988,0.915,0.107,0.0788,142.581,3,ambient
4683,4m8ttWM8IKXyhpv89E867J,Air,Talkie Walkie,Cherry Blossom Girl,55,219760,False,0.436,0.76,1,-7.906,0,0.0374,0.362,0.955,0.13,0.504,75.012,4,ambient
